stratum,years,no_of_years,species,percent_change_yr_density,lcl95_d,ucl95_d,f_density_trend,no_of_detections,percent_change_yr_occupancy,lcl95_occ,ucl95_occ,f_occupancy_trend,no_of_points,start_year,end_year,n_years_verify,stratum_name,stratum_short_code,order,d_t,d_n_p,o_t,o_t_p,narrative_single
NNG: Nebraska National Grasslands,2009-2023,15,Turkey Vulture,3.9333976939999999,-5.85,15.54,0.70454545499999999,18,1.51234729,-8.28,13.17,0.55,17,2009,2023,15,Nebraska National Grasslands,NNG,2,3.93,estimated an uncertain,1.51,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of 3.93% [95% CL -5.85%, 15.54%, (n=18, f=0.705)] per year and estimated an uncertain median occupancy trend of 1.51% [95% CL -8.28%, 13.17%, (n=17, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Upland Sandpiper,10.63520885,1.17,22.76,0.97843137300000005,141,6.97713014,-1.97,17.46,0.896078431,146,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,10.64,estimated a increasing,6.98,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated a increasing median density population trend of 10.64% [95% CL 1.17%, 22.76%, (n=141, f=0.978)] per year and estimated an uncertain median occupancy trend of 6.98% [95% CL -1.97%, 17.46%, (n=146, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Upland Sandpiper,-4.786107812,-9.48,0.36,0.99019607799999998,1215,-6.335737265,-11.37,-1.26,0.998039216,861,2009,2023,15,Nebraska National Grasslands,NNG,2,-4.79,estimated a decreasing,-6.34,estimated a decreasing,"Nebraska National Grasslands (NNG) estimated a decreasing median density population trend of -4.79% [95% CL -9.48%, 0.36%, (n=1,215, f=0.99)] per year and estimated a decreasing median occupancy trend of -6.34% [95% CL -11.37%, -1.26%, (n=861, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Vesper Sparrow,-1.4550985839999999,-12.37,11.12,0.66500000000000004,81,1.258874197,-12.97,16.2,0.513461538,44,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-1.46,estimated an uncertain,1.26,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -1.46% [95% CL -12.37%, 11.12%, (n=81, f=0.665)] per year and estimated an uncertain median occupancy trend of 1.26% [95% CL -12.97%, 16.2%, (n=44, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Vesper Sparrow,21.192092150000001,6.33,37.22,0.99833333300000004,13,19.55534454,8.25,36,1,8,2009,2023,15,Nebraska National Grasslands,NNG,2,21.19,estimated a increasing,19.56,estimated a increasing,"Nebraska National Grasslands (NNG) estimated a increasing median density population trend of 21.19% [95% CL 6.33%, 37.22%, (n=13, f=0.998)] per year and estimated a increasing median occupancy trend of 19.56% [95% CL 8.25%, 36%, (n=8, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Violet-green Swallow,-2.2818735590000001,-22.17,26.51,0.60599999999999998,23,-1.281365126,-19.55,20.08,0.603333333,18,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-2.28,estimated an uncertain,-1.28,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -2.28% [95% CL -22.17%, 26.51%, (n=23, f=0.606)] per year and estimated an uncertain median occupancy trend of -1.28% [95% CL -19.55%, 20.08%, (n=18, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Violet-green Swallow,31.25058095,16.45,50.55,1,13,30.3848658,15.06,48.84,1,13,2009,2023,15,Nebraska National Grasslands,NNG,2,31.25,estimated a increasing,30.38,estimated a increasing,"Nebraska National Grasslands (NNG) estimated a increasing median density population trend of 31.25% [95% CL 16.45%, 50.55%, (n=13, f=1)] per year and estimated a increasing median occupancy trend of 30.38% [95% CL 15.06%, 48.84%, (n=13, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Warbling Vireo,-0.16837669199999999,-13.36,15.58,0.57166666700000002,10,-4.762460219,-16.1,9.02,0.808,8,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-0.17,estimated an uncertain,-4.76,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -0.17% [95% CL -13.36%, 15.58%, (n=10, f=0.572)] per year and estimated an uncertain median occupancy trend of -4.76% [95% CL -16.1%, 9.02%, (n=8, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Warbling Vireo,-8.5870519549999997,-22.6,7.44,0.89333333299999995,7,-6.410414712,-22.36,8.01,0.876,6,2009,2023,15,Nebraska National Grasslands,NNG,2,-8.59,estimated an uncertain,-6.41,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of -8.59% [95% CL -22.6%, 7.44%, (n=7, f=0.893)] per year and estimated an uncertain median occupancy trend of -6.41% [95% CL -22.36%, 8.01%, (n=6, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,White-breasted Nuthatch,-1.9824021700000001,-15.47,13.68,0.64,24,0.644892766,-10.76,15.93,0.530909091,21,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-1.98,estimated an uncertain,0.64,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -1.98% [95% CL -15.47%, 13.68%, (n=24, f=0.64)] per year and estimated an uncertain median occupancy trend of 0.64% [95% CL -10.76%, 15.93%, (n=21, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,White-breasted Nuthatch,2.744758338,-11.64,22.46,0.57799999999999996,16,-0.795872883,-16.49,17.87,0.578181818,10,2009,2023,15,Nebraska National Grasslands,NNG,2,2.74,estimated an uncertain,-0.8,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of 2.74% [95% CL -11.64%, 22.46%, (n=16, f=0.578)] per year and estimated an uncertain median occupancy trend of -0.8% [95% CL -16.49%, 17.87%, (n=10, f=1)] per year from 2009 to 2023"
NNG: Nebraska National Grasslands,2013-2023,11,Western Bluebird,10.09332485,-15.74,47.92,0.72267206500000003,2,13.57827564,-14.48,51.87,0.819607843,2,2013,2023,11,Nebraska National Grasslands,NNG,2,10.09,estimated an uncertain,13.58,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of 10.09% [95% CL -15.74%, 47.92%, (n=2, f=0.723)] per year and estimated an uncertain median occupancy trend of 13.58% [95% CL -14.48%, 51.87%, (n=2, f=1)] per year from 2013 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Western Flycatcher,-5.2441434640000004,-27.93,18.59,0.72765957400000003,16,-3.807720201,-23.53,19.3,0.702222222,15,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-5.24,estimated an uncertain,-3.81,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -5.24% [95% CL -27.93%, 18.59%, (n=16, f=0.728)] per year and estimated an uncertain median occupancy trend of -3.81% [95% CL -23.53%, 19.3%, (n=15, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Western Flycatcher,-9.3616129810000004,-22.13,6.65,0.94255319100000001,7,-7.121493443,-19.6,7.83,0.873333333,7,2009,2023,15,Nebraska National Grasslands,NNG,2,-9.36,estimated a decreasing,-7.12,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated a decreasing median density population trend of -9.36% [95% CL -22.13%, 6.65%, (n=7, f=0.943)] per year and estimated an uncertain median occupancy trend of -7.12% [95% CL -19.6%, 7.83%, (n=7, f=1)] per year from 2009 to 2023"
NNG: Nebraska National Grasslands,2013-2023,11,Western Grebe,-5.496086687,-34.5,36.2,0.67735849100000001,2,-6.724230562,-35.26,26.64,0.728,2,2013,2023,11,Nebraska National Grasslands,NNG,2,-5.5,estimated an uncertain,-6.72,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of -5.5% [95% CL -34.5%, 36.2%, (n=2, f=0.677)] per year and estimated an uncertain median occupancy trend of -6.72% [95% CL -35.26%, 26.64%, (n=2, f=1)] per year from 2013 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Western Kingbird,-0.82267035399999999,-11.37,11.75,0.62553191500000005,66,-1.514199183,-13,11.48,0.665454545,42,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-0.82,estimated an uncertain,-1.51,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -0.82% [95% CL -11.37%, 11.75%, (n=66, f=0.626)] per year and estimated an uncertain median occupancy trend of -1.51% [95% CL -13%, 11.48%, (n=42, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Western Kingbird,-7.2840419240000003,-15.14,3.63,0.94255319100000001,132,-5.184599198,-13.71,3.61,0.905454545,83,2009,2023,15,Nebraska National Grasslands,NNG,2,-7.28,estimated a decreasing,-5.18,estimated a decreasing,"Nebraska National Grasslands (NNG) estimated a decreasing median density population trend of -7.28% [95% CL -15.14%, 3.63%, (n=132, f=0.943)] per year and estimated a decreasing median occupancy trend of -5.18% [95% CL -13.71%, 3.61%, (n=83, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Western Meadowlark,4.9074967789999997,0.13,10.63,0.94059405900000004,3466,10.49442227,0.96,19.3,0.975285171,657,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,4.91,estimated a increasing,10.49,estimated a increasing,"Nebraska National Forests 2013-2023 (NNF) estimated a increasing median density population trend of 4.91% [95% CL 0.13%, 10.63%, (n=3,466, f=0.941)] per year and estimated a increasing median occupancy trend of 10.49% [95% CL 0.96%, 19.3%, (n=657, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Western Meadowlark,0.21664750699999999,-2.56,2.61,0.65346534700000003,9819,1.737383338,-5.42,8,0.568441065,1985,2009,2023,15,Nebraska National Grasslands,NNG,2,0.22,estimated an uncertain,1.74,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of 0.22% [95% CL -2.56%, 2.61%, (n=9,819, f=0.653)] per year and estimated an uncertain median occupancy trend of 1.74% [95% CL -5.42%, 8%, (n=1,985, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Western Tanager,-8.6870968980000001,-27.84,15.35,0.77800000000000002,13,-2.545164734,-25.15,22.25,0.623239437,11,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-8.69,estimated an uncertain,-2.55,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -8.69% [95% CL -27.84%, 15.35%, (n=13, f=0.778)] per year and estimated an uncertain median occupancy trend of -2.55% [95% CL -25.15%, 22.25%, (n=11, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Western Tanager,-4.4725849350000004,-22.7,15.18,0.67200000000000004,35,-3.761132828,-21.21,14.91,0.670774648,21,2009,2023,15,Nebraska National Grasslands,NNG,2,-4.47,estimated an uncertain,-3.76,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of -4.47% [95% CL -22.7%, 15.18%, (n=35, f=0.672)] per year and estimated an uncertain median occupancy trend of -3.76% [95% CL -21.21%, 14.91%, (n=21, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Western Wood-Pewee,-10.36362914,-20.48,0.82,0.97833333300000003,181,-7.544687194,-16.91,3.11,0.948,100,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-10.36,estimated a decreasing,-7.54,estimated a decreasing,"Nebraska National Forests 2013-2023 (NNF) estimated a decreasing median density population trend of -10.36% [95% CL -20.48%, 0.82%, (n=181, f=0.978)] per year and estimated a decreasing median occupancy trend of -7.54% [95% CL -16.91%, 3.11%, (n=100, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Western Wood-Pewee,7.7745519329999997,-2.8,19.08,0.88,141,8.623301509,-2.74,21.11,0.902,72,2009,2023,15,Nebraska National Grasslands,NNG,2,7.77,estimated an uncertain,8.62,estimated a increasing,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of 7.77% [95% CL -2.8%, 19.08%, (n=141, f=0.88)] per year and estimated a increasing median occupancy trend of 8.62% [95% CL -2.74%, 21.11%, (n=72, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Willet,-0.50752998500000002,-32.26,33.89,0.53696498100000001,1,-0.013456556,-26.28,41.55,0.525,1,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-0.51,estimated an uncertain,-0.01,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -0.51% [95% CL -32.26%, 33.89%, (n=1, f=0.537)] per year and estimated an uncertain median occupancy trend of -0.01% [95% CL -26.28%, 41.55%, (n=1, f=1)] per year from 2013 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Wilson's Phalarope,7.9748163480000001,-18.57,51.33,0.69433198399999996,3,6.249164319,-19.07,44.21,0.663636364,1,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,7.97,estimated an uncertain,6.25,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of 7.97% [95% CL -18.57%, 51.33%, (n=3, f=0.694)] per year and estimated an uncertain median occupancy trend of 6.25% [95% CL -19.07%, 44.21%, (n=1, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Wilson's Phalarope,7.4618043289999996,-3.98,20.33,0.84008097199999998,78,6.686651725,-3.24,17.49,0.878181818,52,2009,2023,15,Nebraska National Grasslands,NNG,2,7.46,estimated an uncertain,6.69,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of 7.46% [95% CL -3.98%, 20.33%, (n=78, f=0.84)] per year and estimated an uncertain median occupancy trend of 6.69% [95% CL -3.24%, 17.49%, (n=52, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Wilson's Snipe,-3.751372226,-35.31,30.15,0.62977099199999997,5,-2.35032673,-34.14,32.1,0.576363636,0,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-3.75,estimated an uncertain,-2.35,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -3.75% [95% CL -35.31%, 30.15%, (n=5, f=0.63)] per year and estimated an uncertain median occupancy trend of -2.35% [95% CL -34.14%, 32.1%, (n=0, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Wilson's Snipe,8.6799704559999995,-11.09,34.64,0.77862595400000001,3,7.013041432,-10.72,36.31,0.730909091,1,2009,2023,15,Nebraska National Grasslands,NNG,2,8.68,estimated an uncertain,7.01,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of 8.68% [95% CL -11.09%, 34.64%, (n=3, f=0.779)] per year and estimated an uncertain median occupancy trend of 7.01% [95% CL -10.72%, 36.31%, (n=1, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Wild Turkey,-1.8771746359999999,-15.6,14.33,0.64313725499999996,28,0.329218708,-12.01,13.42,0.540425532,30,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,-1.88,estimated an uncertain,0.33,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of -1.88% [95% CL -15.6%, 14.33%, (n=28, f=0.643)] per year and estimated an uncertain median occupancy trend of 0.33% [95% CL -12.01%, 13.42%, (n=30, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,Wild Turkey,38.4411621,19.21,63.65,1,27,39.13169573,18.51,58.85,1,29,2009,2023,15,Nebraska National Grasslands,NNG,2,38.44,estimated a increasing,39.13,estimated a increasing,"Nebraska National Grasslands (NNG) estimated a increasing median density population trend of 38.44% [95% CL 19.21%, 63.65%, (n=27, f=1)] per year and estimated a increasing median occupancy trend of 39.13% [95% CL 18.51%, 58.85%, (n=29, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Wood Duck,2.7337870720000002,-23.74,43.97,0.54580152699999995,1,4.718828177,-22.01,46.67,0.620253165,1,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,2.73,estimated an uncertain,4.72,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of 2.73% [95% CL -23.74%, 43.97%, (n=1, f=0.546)] per year and estimated an uncertain median occupancy trend of 4.72% [95% CL -22.01%, 46.67%, (n=1, f=1)] per year from 2013 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,White-throated Swift,2.8304867379999998,-24.45,37.79,0.55384615400000003,5,-0.740170129,-21.67,34.08,0.56,4,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,2.83,estimated an uncertain,-0.74,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of 2.83% [95% CL -24.45%, 37.79%, (n=5, f=0.554)] per year and estimated an uncertain median occupancy trend of -0.74% [95% CL -21.67%, 34.08%, (n=4, f=1)] per year from 2013 to 2023"
NNG: Nebraska National Grasslands,2009-2023,15,White-throated Swift,-6.040237318,-23.39,14.85,0.76346153800000005,7,-3.240390227,-20.83,18.17,0.677777778,4,2009,2023,15,Nebraska National Grasslands,NNG,2,-6.04,estimated an uncertain,-3.24,estimated an uncertain,"Nebraska National Grasslands (NNG) estimated an uncertain median density population trend of -6.04% [95% CL -23.39%, 14.85%, (n=7, f=0.763)] per year and estimated an uncertain median occupancy trend of -3.24% [95% CL -20.83%, 18.17%, (n=4, f=1)] per year from 2009 to 2023"
NNF: Nebraska National Forests 2013-2023,2013-2023,11,Yellow-breasted Chat,5.223847621,-14.92,32.36,0.65106383000000001,22,6.266089796,-13.76,28.66,0.661111111,12,2013,2023,11,Nebraska National Forests 2013-2023,NNF,2,5.22,estimated an uncertain,6.27,estimated an uncertain,"Nebraska National Forests 2013-2023 (NNF) estimated an uncertain median density population trend of 5.22% [95% CL -14.92%, 32.36%, (n=22, f=0.651)] per year and estimated an uncertain median occupancy trend of 6.27% [95% CL -13.76%, 28.66%, (n=12, f=1)] per year from 2013 to 2023"
